,frame_index,car_id,car_type,speed
4548,1234,182,car,340.0
4549,1234,184,car,260.0
4550,1235,161,car,160.0
4551,1235,167,car,180.0
4552,1235,181,car,240.0
4553,1235,182,car,380.0
4554,1235,184,car,220.0
4555,1236,161,car,180.0
4556,1236,167,car,180.0
4557,1236,181,car,200.0
4558,1236,182,car,320.0
4559,1236,184,car,260.0
4560,1237,161,car,160.0
4561,1237,167,car,180.0
4562,1237,181,car,240.0
4563,1237,182,car,320.0
4564,1237,184,car,260.0
4565,1238,161,car,160.0
4566,1238,167,car,180.0
4567,1238,181,car,260.0
4568,1238,182,car,340.0
4569,1238,184,car,220.0
4570,1239,161,car,200.0
4571,1239,167,car,180.0
4572,1239,181,car,260.0
4573,1239,182,car,300.0
4574,1239,184,car,200.0
4575,1240,161,car,200.0
4576,1240,165,car,140.0
4577,1240,167,car,200.0
4578,1240,181,car,220.0
4579,1240,182,car,300.0
4580,1240,184,car,220.0
4581,1241,161,car,200.0
4582,1241,165,car,160.0
4583,1241,167,car,200.0
4584,1241,181,car,180.0
4585,1241,182,car,300.0
4586,1241,184,car,200.0
4587,1242,161,car,200.0
4588,1242,165,car,160.0
4589,1242,167,car,200.0
4590,1242,181,car,200.0
4591,1242,182,car,280.0
4592,1242,184,car,220.0
4593,1243,161,car,200.0
4594,1243,165,car,180.0
4595,1243,167,car,220.0
4596,1243,181,car,200.0
4597,1243,182,car,260.0
4598,1243,184,car,200.0
4599,1244,161,car,200.0
4600,1244,165,car,180.0
4601,1244,167,car,240.0
4602,1244,180,car,160.0
4603,1244,181,car,200.0
4604,1244,182,car,260.0
4605,1244,184,car,180.0
4606,1245,161,car,240.0
4607,1245,165,car,160.0
4608,1245,167,car,240.0
4609,1245,178,car,140.0
4610,1245,180,car,160.0
4611,1245,181,car,180.0
4612,1245,182,car,260.0
4613,1245,184,car,180.0
4614,1246,161,car,240.0
4615,1246,165,car,160.0
4616,1246,167,car,280.0
4617,1246,180,car,140.0
4618,1246,181,car,160.0
4619,1246,182,car,260.0
4620,1246,184,car,140.0
4621,1247,161,car,240.0
4622,1247,165,car,180.0
4623,1247,167,car,280.0
4624,1247,180,car,140.0
4625,1247,181,car,140.0
4626,1247,182,car,220.0
4627,1247,184,car,140.0
4628,1248,161,car,260.0
4629,1248,165,car,220.0
4630,1248,167,car,260.0
4631,1248,180,car,140.0
4632,1248,181,car,180.0
4633,1248,182,car,240.0
4634,1248,184,car,140.0
4635,1249,161,car,280.0
4636,1249,165,car,240.0
4637,1249,167,car,300.0
4638,1249,180,car,160.0
4639,1249,181,car,180.0
4640,1249,182,car,240.0
4641,1249,184,car,160.0
4642,1250,161,car,300.0
4643,1250,165,car,220.0
4644,1250,167,car,340.0
4645,1250,178,car,140.0
4646,1250,180,car,160.0
4647,1250,181,car,180.0
4648,1250,182,car,200.0
4649,1250,184,car,160.0
4650,1251,161,car,300.0
4651,1251,165,car,260.0
4652,1251,167,car,340.0
4653,1251,180,car,160.0
4654,1251,181,car,160.0
4655,1251,182,car,200.0
4656,1251,184,car,140.0
4657,1252,161,car,300.0
4658,1252,165,car,260.0
4659,1252,167,car,340.0
4660,1252,180,car,160.0
4661,1252,182,car,220.0
4662,1252,184,car,140.0
4663,1253,161,car,320.0
4664,1253,165,car,240.0
4665,1253,167,car,380.0
4666,1253,178,car,140.0
4667,1253,180,car,160.0
4668,1253,181,car,140.0
4669,1253,182,car,200.0
4670,1253,184,car,160.0
4671,1254,161,car,360.0
4672,1254,165,car,280.0
4673,1254,167,car,420.0
4674,1254,180,car,180.0
4675,1254,181,car,160.0
4676,1254,182,car,200.0
4677,1254,184,car,140.0
4678,1255,161,car,360.0
4679,1255,165,car,320.0
4680,1255,167,car,440.0
4681,1255,178,car,140.0
4682,1255,180,car,180.0
4683,1255,181,car,140.0
4684,1255,182,car,200.0
4685,1256,161,car,380.0
4686,1256,165,car,340.0
4687,1256,167,car,460.0
4688,1256,178,car,160.0
4689,1256,180,car,200.0
4690,1256,181,car,160.0
4691,1256,182,car,180.0
4692,1257,161,car,400.0
4693,1257,165,car,360.0
4694,1257,167,car,480.0
4695,1257,178,car,160.0
4696,1257,180,car,200.0
4697,1257,181,car,140.0
4698,1257,182,car,200.0
4699,1258,161,car,400.0
4700,1258,165,car,340.0
4701,1258,167,car,520.0
4702,1258,178,car,180.0
4703,1258,180,car,200.0
4704,1258,182,car,200.0
4705,1259,161,car,440.0
4706,1259,165,car,360.0
4707,1259,167,car,540.0
4708,1259,178,car,200.0
4709,1259,180,car,220.0
4710,1259,181,car,140.0
4711,1259,182,car,180.0
4712,1259,187,car,360.0
4713,1260,161,car,460.0
4714,1260,165,car,420.0
4715,1260,167,car,580.0
4716,1260,178,car,200.0
4717,1260,180,car,240.0
4718,1260,182,car,180.0
4719,1260,187,car,340.0
4720,1261,161,car,500.0
4721,1261,165,car,460.0
4722,1261,167,car,660.0
4723,1261,178,car,200.0
4724,1261,180,car,220.0
4725,1261,182,car,140.0
4726,1261,187,car,360.0
4727,1262,161,car,560.0
4728,1262,165,car,520.0
4729,1262,167,car,720.0
4730,1262,178,car,200.0
4731,1262,180,car,240.0
4732,1262,181,car,140.0
4733,1262,182,car,160.0
4734,1262,187,car,360.0
4735,1263,161,car,560.0
4736,1263,165,car,560.0
4737,1263,167,car,760.0
4738,1263,178,car,220.0
4739,1263,180,car,260.0
4740,1263,181,car,140.0
4741,1263,182,car,180.0
4742,1263,187,car,320.0
4743,1264,161,car,580.0
4744,1264,165,car,600.0
4745,1264,167,car,820.0
4746,1264,178,car,240.0
4747,1264,180,car,240.0
4748,1264,182,car,160.0
4749,1264,187,car,280.0
4750,1265,161,car,640.0
4751,1265,165,car,620.0
4752,1265,167,car,920.0
4753,1265,178,car,240.0
4754,1265,180,car,260.0
4755,1265,182,car,160.0
4756,1265,187,car,280.0
4757,1266,161,car,680.0
4758,1266,165,car,660.0
4759,1266,167,car,1020.0
4760,1266,178,car,240.0
4761,1266,180,car,280.0
4762,1266,182,car,140.0
4763,1266,187,car,300.0
4764,1267,161,car,720.0
4765,1267,165,car,760.0
4766,1267,167,car,1080.0
4767,1267,178,car,260.0
4768,1267,180,car,320.0
4769,1267,182,car,160.0
4770,1267,187,car,320.0
4771,1268,161,car,800.0
4772,1268,165,car,880.0
4773,1268,167,car,1180.0
4774,1268,178,car,280.0
4775,1268,180,car,340.0
4776,1268,182,car,160.0
4777,1268,187,car,280.0
4778,1269,161,car,820.0
4779,1269,165,car,960.0
4780,1269,172,car,140.0
4781,1269,178,car,280.0
4782,1269,180,car,320.0
4783,1269,182,car,140.0
4784,1269,187,car,240.0
4785,1270,161,car,900.0
4786,1270,165,car,980.0
4787,1270,172,car,140.0
4788,1270,178,car,320.0
4789,1270,180,car,340.0
4790,1270,182,car,140.0
4791,1270,187,car,280.0
4792,1271,161,car,1000.0
4793,1271,178,car,360.0
4794,1271,180,car,360.0
4795,1271,182,car,160.0
4796,1271,187,car,260.0
4797,1272,161,car,1020.0
4798,1272,172,car,160.0
4799,1272,178,car,340.0
4800,1272,180,car,360.0
4801,1272,182,car,140.0
4802,1272,187,car,240.0
4803,1273,172,car,160.0
4804,1273,178,car,360.0
4805,1273,180,car,400.0
4806,1273,182,car,140.0
4807,1273,187,car,240.0
4808,1274,172,car,160.0
4809,1274,178,car,360.0
4810,1274,180,car,420.0
4811,1274,182,car,140.0
4812,1274,187,car,240.0
4813,1275,172,car,180.0
4814,1275,178,car,380.0
4815,1275,180,car,420.0
4816,1275,182,car,140.0
4817,1275,187,car,240.0
4818,1275,190,car,500.0
4819,1276,172,car,200.0
4820,1276,178,car,460.0
4821,1276,180,car,480.0
4822,1276,182,car,140.0
4823,1276,187,car,220.0
4824,1276,190,car,500.0
4825,1277,172,car,200.0
4826,1277,178,car,480.0
4827,1277,180,car,500.0
4828,1277,187,car,220.0
4829,1277,190,car,440.0
4830,1278,172,car,220.0
4831,1278,178,car,520.0
4832,1278,180,car,500.0
4833,1278,187,car,200.0
4834,1278,190,car,440.0
4835,1279,172,car,220.0
4836,1279,178,car,520.0
4837,1279,180,car,560.0
4838,1279,187,car,200.0
4839,1279,190,car,420.0
4840,1280,172,car,220.0
4841,1280,178,car,620.0
4842,1280,180,car,600.0
4843,1280,187,car,200.0
4844,1280,190,car,400.0
4845,1281,170,car,140.0
4846,1281,172,car,240.0
4847,1281,178,car,660.0
4848,1281,180,car,620.0
4849,1281,187,car,200.0
4850,1281,190,car,400.0
4851,1282,172,car,240.0
4852,1282,178,car,660.0
4853,1282,180,car,660.0
4854,1282,187,car,200.0
4855,1282,190,car,380.0
4856,1283,170,car,140.0
4857,1283,172,car,280.0
4858,1283,178,car,780.0
4859,1283,180,car,660.0
4860,1283,187,car,160.0
4861,1283,190,car,360.0
4862,1284,170,car,140.0
4863,1284,172,car,320.0
4864,1284,178,car,860.0
4865,1284,180,car,760.0
4866,1284,187,car,180.0
4867,1284,190,car,360.0
4868,1285,170,car,140.0
4869,1285,172,car,340.0
4870,1285,178,car,880.0
4871,1285,180,car,820.0
4872,1285,187,car,180.0
4873,1285,190,car,360.0
4874,1286,170,car,140.0
4875,1286,172,car,320.0
4876,1286,178,car,980.0
4877,1286,180,car,840.0
4878,1286,187,car,160.0
4879,1286,190,car,320.0
4880,1287,170,car,140.0
4881,1287,172,car,360.0
4882,1287,178,car,1160.0
4883,1287,180,car,900.0
4884,1287,187,car,140.0
4885,1287,190,car,300.0
4886,1288,172,car,400.0
4887,1288,178,car,1140.0
4888,1288,180,car,920.0
4889,1288,187,car,140.0
4890,1288,190,car,320.0
4891,1289,170,car,160.0
4892,1289,172,car,420.0
4893,1289,185,car,140.0
4894,1289,187,car,160.0
4895,1289,190,car,320.0
4896,1290,170,car,160.0
4897,1290,172,car,440.0
4898,1290,185,car,160.0
4899,1290,187,car,160.0
4900,1290,190,car,260.0
4901,1291,170,car,180.0
4902,1291,172,car,460.0
4903,1291,185,car,140.0
4904,1291,187,car,140.0
4905,1291,190,car,260.0
4906,1292,170,car,200.0
4907,1292,172,car,500.0
4908,1292,185,car,160.0
4909,1292,190,car,280.0
4910,1293,170,car,180.0
4911,1293,172,car,580.0
4912,1293,185,car,160.0
4913,1293,190,car,280.0
4914,1294,170,car,180.0
4915,1294,172,car,640.0
4916,1294,190,car,300.0
4917,1295,170,car,220.0
4918,1295,172,car,680.0
4919,1295,185,car,140.0
4920,1295,186,car,140.0
4921,1295,190,car,260.0
4922,1296,170,car,220.0
4923,1296,172,car,760.0
4924,1296,185,car,180.0
4925,1296,190,car,220.0
4926,1297,170,car,220.0
4927,1297,172,car,840.0
4928,1297,185,car,200.0
4929,1297,190,car,240.0
4930,1298,170,car,240.0
4931,1298,172,car,940.0
4932,1298,185,car,180.0
4933,1298,190,car,240.0
4934,1299,170,car,240.0
4935,1299,185,car,200.0
4936,1299,190,car,200.0
4937,1300,170,car,240.0
4938,1300,185,car,200.0
4939,1300,190,car,240.0
4940,1301,170,car,280.0
4941,1301,185,car,200.0
4942,1301,190,car,260.0
4943,1301,192,truck,500.0
4944,1302,170,car,280.0
4945,1302,185,car,200.0
4946,1302,190,car,200.0
4947,1302,192,truck,460.0
4948,1303,170,car,280.0
4949,1303,185,car,200.0
4950,1303,190,car,180.0
4951,1303,192,truck,480.0
4952,1304,170,car,320.0
4953,1304,171,car,140.0
4954,1304,185,car,220.0
4955,1304,190,car,200.0
4956,1304,192,truck,440.0
4957,1305,170,car,320.0
4958,1305,185,car,260.0
4959,1305,190,car,180.0
4960,1305,192,truck,420.0
4961,1306,170,car,320.0
4962,1306,185,car,240.0
4963,1306,190,car,180.0
4964,1306,192,truck,420.0
4965,1307,170,car,380.0
4966,1307,185,car,260.0
4967,1307,190,car,200.0
4968,1307,192,truck,400.0
4969,1308,170,car,440.0
4970,1308,185,car,280.0
4971,1308,190,car,180.0
4972,1308,192,truck,380.0
4973,1309,170,car,420.0
4974,1309,185,car,300.0
4975,1309,190,car,160.0
4976,1309,192,truck,340.0
4977,1310,170,car,460.0
4978,1310,185,car,300.0
4979,1310,190,car,160.0
4980,1310,192,truck,320.0
4981,1311,170,car,500.0
4982,1311,171,car,140.0
4983,1311,185,car,300.0
4984,1311,190,car,180.0
4985,1311,192,truck,300.0
4986,1312,170,car,500.0
4987,1312,171,car,140.0
4988,1312,185,car,300.0
4989,1312,190,car,160.0
4990,1312,192,truck,300.0
4991,1313,170,car,540.0
4992,1313,171,car,140.0
4993,1313,185,car,340.0
4994,1313,190,car,180.0
4995,1313,192,truck,360.0
4996,1314,170,car,640.0
4997,1314,171,car,140.0
4998,1314,185,car,340.0
4999,1314,190,car,160.0
5000,1314,192,truck,320.0
5001,1315,170,car,680.0
5002,1315,171,car,140.0
5003,1315,185,car,360.0
5004,1315,190,car,140.0
5005,1315,192,truck,260.0
5006,1316,170,car,720.0
5007,1316,171,car,160.0
5008,1316,185,car,400.0
5009,1316,190,car,140.0
5010,1316,192,truck,240.0
5011,1317,170,car,720.0
5012,1317,171,car,180.0
5013,1317,185,car,400.0
5014,1317,192,truck,260.0
5015,1317,193,truck,260.0
5016,1318,170,car,800.0
5017,1318,171,car,180.0
5018,1318,185,car,440.0
5019,1318,192,truck,340.0
5020,1318,193,truck,160.0
5021,1319,170,car,940.0
5022,1319,171,car,180.0
5023,1319,185,car,480.0
5024,1319,190,car,160.0
5025,1319,192,truck,280.0
5026,1319,193,truck,220.0
5027,1320,170,car,1000.0
5028,1320,171,car,200.0
5029,1320,185,car,500.0
5030,1320,190,car,160.0
5031,1320,192,truck,220.0
5032,1320,193,truck,220.0
5033,1321,170,car,1080.0
5034,1321,171,car,220.0
5035,1321,185,car,520.0
5036,1321,190,car,140.0
5037,1321,192,truck,220.0
5038,1321,193,truck,200.0
5039,1322,171,car,220.0
5040,1322,185,car,540.0
5041,1322,192,truck,240.0
5042,1322,193,truck,200.0
5043,1323,171,car,240.0
5044,1323,185,car,600.0
5045,1323,192,truck,240.0
5046,1323,193,truck,160.0
5047,1324,171,car,260.0
5048,1324,185,car,620.0
5049,1324,190,car,140.0
5050,1324,192,truck,220.0
5051,1324,193,truck,160.0
5052,1325,171,car,240.0
5053,1325,185,car,640.0
5054,1325,190,car,140.0
5055,1325,192,truck,200.0
5056,1325,193,truck,160.0
5057,1326,171,car,260.0
5058,1326,185,car,700.0
5059,1326,192,truck,180.0
5060,1326,193,truck,160.0
5061,1327,171,car,300.0
5062,1327,185,car,780.0
5063,1327,192,truck,180.0
5064,1327,193,truck,140.0
5065,1328,171,car,300.0
5066,1328,185,car,860.0
5067,1328,192,truck,160.0
5068,1328,193,truck,160.0
5069,1329,171,car,320.0
5070,1329,185,car,900.0
5071,1329,192,truck,160.0
5072,1329,193,truck,160.0
5073,1329,195,car,560.0
5074,1330,171,car,360.0
5075,1330,185,car,920.0
5076,1330,192,truck,180.0
5077,1330,193,truck,160.0
5078,1330,195,car,540.0
5079,1331,171,car,380.0
5080,1331,185,car,1020.0
5081,1331,192,truck,140.0
5082,1331,193,truck,140.0
5083,1331,195,car,500.0
5084,1332,171,car,360.0
5085,1332,192,truck,140.0
5086,1332,193,truck,120.0
5087,1332,195,car,500.0
5088,1333,171,car,420.0
5089,1333,192,truck,200.0
5090,1333,193,truck,140.0
5091,1333,195,car,460.0
5092,1334,171,car,520.0
5093,1334,192,truck,200.0
5094,1334,193,truck,120.0
5095,1334,195,car,420.0
5096,1335,171,car,540.0
5097,1335,192,truck,200.0
5098,1335,193,truck,140.0
5099,1335,195,car,400.0
5100,1336,171,car,560.0
5101,1336,173,car,160.0
5102,1336,192,truck,160.0
5103,1336,193,truck,140.0
5104,1336,195,car,420.0
5105,1337,171,car,620.0
5106,1337,173,car,180.0
5107,1337,192,truck,140.0
5108,1337,193,truck,100.0
5109,1337,195,car,420.0
5110,1338,171,car,660.0
5111,1338,192,truck,120.0
5112,1338,193,truck,100.0
5113,1338,195,car,400.0
5114,1339,171,car,700.0
5115,1339,173,car,140.0
5116,1339,192,truck,100.0
5117,1339,193,truck,140.0
5118,1339,195,car,360.0
5119,1340,171,car,820.0
5120,1340,173,car,140.0
5121,1340,192,truck,140.0
5122,1340,193,truck,80.0
5123,1340,195,car,340.0
5124,1341,171,car,940.0
5125,1341,173,car,160.0
5126,1341,192,truck,140.0
5127,1341,193,truck,100.0
5128,1341,195,car,340.0
5129,1342,171,car,1000.0
5130,1342,173,car,160.0
5131,1342,192,truck,140.0
5132,1342,193,truck,120.0
5133,1342,195,car,360.0
5134,1343,173,car,180.0
5135,1343,192,truck,100.0
5136,1343,193,truck,80.0
5137,1343,195,car,360.0
5138,1344,173,car,180.0
5139,1344,192,truck,120.0
5140,1344,193,truck,100.0
5141,1344,195,car,340.0
5142,1345,173,car,160.0
5143,1345,192,truck,120.0
5144,1345,193,truck,100.0
5145,1345,195,car,320.0
5146,1346,173,car,200.0
5147,1346,192,truck,100.0
5148,1346,193,truck,80.0
5149,1346,195,car,300.0
5150,1347,173,car,180.0
5151,1347,192,truck,140.0
5152,1347,193,truck,100.0
5153,1347,195,car,280.0
5154,1348,173,car,200.0
5155,1348,192,truck,140.0
5156,1348,193,truck,100.0
5157,1348,195,car,260.0
5158,1349,173,car,220.0
5159,1349,192,truck,100.0
5160,1349,193,truck,120.0
5161,1349,195,car,280.0
5162,1350,173,car,200.0
5163,1350,192,truck,120.0
5164,1350,193,truck,80.0
5165,1350,195,car,280.0
5166,1351,173,car,240.0
5167,1351,192,truck,100.0
5168,1351,195,car,240.0
5169,1352,173,car,260.0
5170,1352,192,truck,80.0
5171,1352,193,truck,80.0
5172,1352,195,car,240.0
5173,1353,173,car,240.0
5174,1353,192,truck,100.0
5175,1353,193,truck,100.0
5176,1353,195,car,260.0
5177,1354,173,car,260.0
5178,1354,192,truck,100.0
5179,1354,193,truck,80.0
5180,1354,195,car,240.0
5181,1355,173,car,260.0
5182,1355,192,truck,80.0
5183,1355,193,truck,80.0
5184,1355,195,car,200.0
5185,1356,173,car,300.0
5186,1356,192,truck,80.0
5187,1356,195,car,200.0
5188,1357,173,car,320.0
5189,1357,192,truck,100.0
5190,1357,193,truck,80.0
5191,1357,195,car,220.0
5192,1358,173,car,300.0
5193,1358,192,truck,100.0
5194,1358,193,truck,100.0
5195,1358,195,car,220.0
5196,1359,173,car,320.0
5197,1359,192,truck,100.0
5198,1359,195,car,200.0
5199,1360,173,car,360.0
5200,1360,192,truck,80.0
5201,1360,195,car,200.0
5202,1361,173,car,380.0
5203,1361,192,truck,100.0
5204,1361,195,car,200.0
5205,1362,173,car,380.0
5206,1362,192,truck,100.0
5207,1362,195,car,180.0
5208,1363,173,car,400.0
5209,1363,179,car,140.0
5210,1363,192,truck,80.0
5211,1363,193,truck,80.0
5212,1363,195,car,180.0
5213,1364,173,car,420.0
5214,1364,192,truck,80.0
5215,1364,195,car,200.0
5216,1365,173,car,460.0
5217,1365,179,car,140.0
5218,1365,192,truck,80.0
5219,1365,195,car,180.0
5220,1366,173,car,480.0
5221,1366,179,car,140.0
5222,1366,192,truck,80.0
5223,1366,195,car,160.0
5224,1367,173,car,500.0
5225,1367,179,car,140.0
5226,1367,192,truck,80.0
5227,1367,193,truck,80.0
5228,1367,195,car,180.0
5229,1368,173,car,540.0
5230,1368,179,car,140.0
5231,1368,193,truck,80.0
5232,1368,195,car,140.0
5233,1369,173,car,580.0
5234,1369,179,car,140.0
5235,1369,195,car,160.0
5236,1370,173,car,600.0
5237,1370,179,car,180.0
5238,1370,192,truck,100.0
5239,1370,195,car,160.0
5240,1371,173,car,620.0
5241,1371,179,car,180.0
5242,1371,192,truck,80.0
5243,1371,195,car,160.0
5244,1372,173,car,700.0
5245,1372,179,car,180.0
5246,1372,193,truck,100.0
5247,1372,195,car,140.0
5248,1373,173,car,740.0
5249,1373,179,car,180.0
5250,1373,192,truck,100.0
5251,1373,195,car,140.0
5252,1374,173,car,760.0
5253,1374,179,car,180.0
5254,1374,192,truck,80.0
5255,1374,195,car,160.0
5256,1375,173,car,840.0
5257,1375,179,car,220.0
5258,1375,195,car,140.0
5259,1376,173,car,920.0
5260,1376,179,car,220.0
5261,1376,195,car,140.0
5262,1377,173,car,1020.0
5263,1377,179,car,220.0
5264,1377,195,car,160.0
5265,1378,173,car,1080.0
5266,1378,179,car,240.0
5267,1378,195,car,140.0
5268,1379,179,car,260.0
5269,1380,179,car,260.0
5270,1380,192,truck,80.0
5271,1381,179,car,260.0
5272,1381,192,truck,80.0
5273,1382,179,car,280.0
5274,1382,192,truck,80.0
5275,1382,193,truck,80.0
5276,1383,179,car,300.0
5277,1383,193,truck,100.0
5278,1384,179,car,320.0
5279,1384,193,truck,100.0
5280,1385,179,car,360.0
5281,1386,179,car,380.0
5282,1387,179,car,400.0
5283,1388,179,car,380.0
5284,1389,179,car,420.0
5285,1390,179,car,500.0
5286,1391,179,car,520.0
5287,1392,179,car,520.0
5288,1393,179,car,580.0
5289,1394,179,car,620.0
5290,1395,179,car,700.0
5291,1396,179,car,760.0
5292,1397,179,car,800.0
5293,1398,179,car,860.0
5294,1399,179,car,960.0
5295,1399,201,car,340.0
5296,1399,202,car,340.0
5297,1400,179,car,1060.0
5298,1400,201,car,440.0
5299,1400,202,car,280.0
5300,1401,179,car,1160.0
5301,1401,201,car,480.0
5302,1401,202,car,280.0
5303,1402,201,car,440.0
5304,1402,202,car,240.0
5305,1403,194,car,140.0
5306,1403,201,car,380.0
5307,1403,202,car,240.0
5308,1404,194,car,140.0
5309,1404,201,car,420.0
5310,1404,202,car,280.0
5311,1405,194,car,140.0
5312,1405,201,car,400.0
5313,1405,202,car,280.0
5314,1406,201,car,360.0
5315,1406,202,car,260.0
5316,1407,201,car,380.0
5317,1407,202,car,260.0
5318,1408,194,car,140.0
5319,1408,201,car,360.0
5320,1408,202,car,240.0
5321,1409,194,car,160.0
5322,1409,201,car,320.0
5323,1409,202,car,220.0
5324,1410,194,car,140.0
5325,1410,201,car,320.0
5326,1410,202,car,200.0
5327,1411,194,car,180.0
5328,1411,201,car,320.0
5329,1411,202,car,200.0
5330,1411,205,truck,80.0
5331,1412,194,car,200.0
5332,1412,201,car,300.0
5333,1412,202,car,200.0
5334,1413,194,car,180.0
5335,1413,201,car,280.0
5336,1413,202,car,200.0
5337,1414,194,car,180.0
5338,1414,201,car,300.0
5339,1414,202,car,200.0
5340,1415,194,car,180.0
5341,1415,201,car,320.0
5342,1415,202,car,200.0
5343,1416,194,car,180.0
5344,1416,201,car,300.0
5345,1416,202,car,180.0
5346,1417,194,car,220.0
5347,1417,201,car,300.0
5348,1417,202,car,180.0
5349,1418,194,car,240.0
5350,1418,201,car,260.0
5351,1418,202,car,180.0
5352,1419,188,car,140.0
5353,1419,194,car,220.0
5354,1419,201,car,240.0
5355,1419,202,car,180.0
5356,1420,194,car,240.0
5357,1420,201,car,280.0
5358,1420,202,car,180.0
5359,1421,194,car,260.0
5360,1421,201,car,340.0
5361,1421,202,car,160.0
5362,1422,188,car,160.0
5363,1422,194,car,240.0
5364,1422,201,car,340.0
5365,1423,188,car,160.0
5366,1423,194,car,260.0
5367,1423,201,car,300.0
5368,1424,188,car,160.0
5369,1424,194,car,300.0
5370,1424,202,car,180.0
5371,1425,188,car,140.0
5372,1425,194,car,320.0
5373,1425,202,car,180.0
5374,1426,188,car,160.0
5375,1426,194,car,320.0
5376,1426,202,car,140.0
5377,1427,188,car,200.0
5378,1427,194,car,340.0
5379,1427,202,car,140.0
5380,1428,188,car,220.0
5381,1428,194,car,380.0
5382,1428,202,car,140.0
5383,1429,188,car,200.0
5384,1429,194,car,420.0
5385,1429,202,car,140.0
5386,1430,188,car,240.0
5387,1430,194,car,400.0
5388,1431,188,car,260.0
5389,1431,194,car,440.0
5390,1431,202,car,140.0
5391,1432,188,car,240.0
5392,1432,194,car,480.0
5393,1432,202,car,140.0
5394,1433,188,car,240.0
5395,1433,194,car,480.0
5396,1433,204,car,140.0
5397,1433,205,truck,120.0
5398,1434,188,car,280.0
5399,1434,194,car,520.0
5400,1435,188,car,300.0
5401,1435,194,car,580.0
5402,1435,202,car,140.0
5403,1436,188,car,340.0
5404,1436,194,car,620.0
5405,1436,204,car,140.0
5406,1437,188,car,360.0
5407,1437,194,car,680.0
5408,1438,188,car,360.0
5409,1438,194,car,720.0
5410,1438,209,car,360.0
5411,1439,188,car,380.0
5412,1439,194,car,780.0
5413,1439,204,car,160.0
5414,1439,209,car,320.0
5415,1440,188,car,400.0
5416,1440,194,car,860.0
5417,1440,204,car,140.0
5418,1440,209,car,260.0
5419,1441,188,car,420.0
5420,1441,194,car,960.0
5421,1441,204,car,140.0
5422,1441,209,car,260.0
5423,1442,188,car,480.0
5424,1442,194,car,1060.0
5425,1442,204,car,180.0
5426,1442,209,car,260.0
5427,1443,188,car,520.0
5428,1443,194,car,1140.0
5429,1443,196,car,160.0
5430,1443,204,car,180.0
5431,1443,209,car,260.0
5432,1444,188,car,560.0
5433,1444,196,car,140.0
5434,1444,204,car,180.0
5435,1444,209,car,240.0
5436,1445,188,car,600.0
5437,1445,204,car,180.0
5438,1445,209,car,240.0
5439,1446,188,car,680.0
5440,1446,204,car,180.0
5441,1446,209,car,240.0
5442,1447,188,car,740.0
5443,1447,204,car,180.0
5444,1447,209,car,200.0
5445,1448,188,car,860.0
5446,1448,196,car,140.0
5447,1448,204,car,240.0
5448,1448,209,car,200.0
5449,1449,188,car,920.0
5450,1449,196,car,140.0
5451,1449,204,car,240.0
5452,1449,209,car,220.0
5453,1450,196,car,140.0
5454,1450,204,car,220.0
5455,1450,209,car,200.0
5456,1451,196,car,140.0
5457,1451,204,car,260.0
5458,1451,209,car,200.0
5459,1452,196,car,140.0
5460,1452,204,car,260.0
5461,1452,209,car,200.0
5462,1453,196,car,160.0
5463,1453,204,car,240.0
5464,1453,209,car,200.0
5465,1454,196,car,160.0
5466,1454,204,car,280.0
5467,1454,209,car,200.0
5468,1455,196,car,180.0
5469,1455,204,car,300.0
5470,1455,209,car,180.0
5471,1456,196,car,160.0
5472,1456,204,car,320.0
5473,1456,209,car,140.0
5474,1457,196,car,160.0
5475,1457,204,car,340.0
5476,1458,196,car,180.0
5477,1458,204,car,320.0
5478,1458,209,car,160.0
5479,1459,196,car,200.0
5480,1459,204,car,360.0
5481,1459,209,car,160.0
5482,1460,196,car,220.0
5483,1460,204,car,420.0
5484,1460,209,car,160.0
5485,1461,196,car,200.0
5486,1461,204,car,440.0
5487,1461,209,car,160.0
5488,1462,196,car,200.0
5489,1462,204,car,440.0
5490,1462,209,car,160.0
5491,1463,196,car,220.0
5492,1463,204,car,460.0
5493,1463,209,car,140.0
5494,1464,196,car,220.0
5495,1464,204,car,480.0
5496,1465,196,car,220.0
5497,1465,204,car,540.0
5498,1465,209,car,140.0
5499,1466,196,car,260.0
5500,1466,204,car,580.0
5501,1467,196,car,260.0
5502,1467,204,car,660.0
5503,1468,196,car,260.0
5504,1468,204,car,680.0
5505,1469,196,car,300.0
5506,1469,200,car,140.0
5507,1469,204,car,700.0
5508,1470,196,car,300.0
5509,1470,200,car,140.0
5510,1470,204,car,760.0
5511,1471,196,car,300.0
5512,1471,204,car,860.0
5513,1471,209,car,140.0
5514,1472,196,car,300.0
5515,1472,204,car,960.0
5516,1472,209,car,140.0
5517,1473,196,car,340.0
5518,1473,204,car,1040.0
5519,1474,196,car,360.0
5520,1474,204,car,1180.0
5521,1475,196,car,380.0
5522,1476,196,car,400.0
5523,1477,196,car,400.0
5524,1478,196,car,420.0
5525,1479,196,car,480.0
5526,1479,200,car,140.0
5527,1480,196,car,480.0
5528,1480,200,car,140.0
5529,1481,196,car,520.0
5530,1481,200,car,160.0
5531,1482,196,car,540.0
5532,1482,200,car,160.0
5533,1483,196,car,560.0
5534,1483,200,car,140.0
5535,1484,196,car,620.0
